번호,공시대상회사,보고서명,제출인,접수일자,비고,popup_href,report_href
97,유  오리엔트바이오,[기재정정]사업보고서 (2009.03),오리엔트바이오,2009.06.29,연,00141626,20090629000562
98,기  코크렙엔피에스제1호위탁관리부동산투자회사,사업보고서 (2009.03),코크렙엔피에스제1호위탁관리부동산투자회사,2009.06.29,,00586360,20090629000562
99,기  케이디비생명보험,[첨부정정]사업보고서 (2009.03),케이디비생명보험,2009.06.29,,00104069,20090629000562
100,유  유안타증권,사업보고서 (2009.03),유안타증권,2009.06.29,연,00117601,20090629000562
101,유  DB손해보험,사업보고서 (2009.03),DB손해보험,2009.06.29,정연,00159102,20090603000336
102,기  씨티그룹글로벌마켓증권,[기재정정]사업보고서 (2009.03),씨티그룹글로벌마켓증권,2009.06.29,,00243508,20090603000336
103,유  삼성증권,사업보고서 (2009.03),삼성증권,2009.06.29,연,00104856,20090603000336
104,기  KB손해보험,사업보고서 (2009.03),KB손해보험,2009.06.29,연,00120216,20090603000336
105,기  메리츠증권,사업보고서 (2009.03),메리츠증권,2009.06.29,연,00163682,20090603000336
106,기  아이엠증권,사업보고서 (2009.03),아이엠증권,2009.06.29,정연,00148665,20090603000336
107,기  하나증권,[기재정정]사업보고서 (2009.03),하나증권,2009.06.29,,00113465,20090603000336
108,기  아이비케이투자증권,사업보고서 (2009.03),아이비케이투자증권,2009.06.29,,00684918,20090603000336
109,유  미래에셋생명,사업보고서 (2009.03),미래에셋생명,2009.06.29,연,00112332,20090603000336
110,유  한국금융지주,사업보고서 (2009.03),한국금융지주,2009.06.29,연,00432102,20090603000336
111,기  케이디비생명보험,사업보고서 (2009.03),케이디비생명보험,2009.06.29,정,00104069,20090603000336
112,유  삼성화재해상보험,사업보고서 (2009.03),삼성화재해상보험,2009.06.29,연,00139214,20090603000336
113,유  동양생명,사업보고서 (2009.03),동양생명,2009.06.29,정연,00117267,20090603000336
114,기  화인파트너스,사업보고서 (2009.03),화인파트너스,2009.06.29,연,00104421,20090603000336
115,유  현대해상,사업보고서 (2009.03),현대해상,2009.06.29,연,00164973,20090603000336
116,유  코리안리,사업보고서 (2009.03),코리안리,2009.06.29,연,00113191,20090603000336
117,기  교보생명보험,사업보고서 (2009.03),교보생명보험,2009.06.29,연,00112882,20090603000336
118,유  다올투자증권,사업보고서 (2009.03),다올투자증권,2009.06.29,연,00156859,20090603000336
119,유  교보증권,사업보고서 (2009.03),교보증권,2009.06.29,,00113359,20090603000336
120,유  롯데손해보험,사업보고서 (2009.03),롯데손해보험,2009.06.29,정,00113562,20090603000336
121,기  한국투자증권,사업보고서 (2009.03),한국투자증권,2009.06.29,연,00160144,20090603000336
122,기  메리츠종합금융,사업보고서 (2009.03),메리츠종합금융,2009.06.29,,00161639,20090603000336
123,기  맥쿼리증권,사업보고서 (2009.03),맥쿼리증권,2009.06.29,,00586041,20090603000336
124,유  현대차증권,사업보고서 (2009.03),현대차증권,2009.06.29,,00137997,20090603000336
125,유  대신증권,사업보고서 (2009.03),대신증권,2009.06.29,연,00110893,20090603000336
126,유  유진증권,사업보고서 (2009.03),유진증권,2009.06.29,연,00131054,20090603000336
127,유  상상인증권,사업보고서 (2009.03),상상인증권,2009.06.29,연,00112059,20090603000336
128,코  에스씨디,사업보고서 (2009.03),에스씨디,2009.06.29,연,00171867,20090603000336
129,기  하나증권,사업보고서 (2009.03),하나증권,2009.06.29,정,00113465,20090603000336
130,유  한국주철관공업,사업보고서 (2009.03),한국주철관공업,2009.06.29,연,00159573,20090603000336
131,기  케이비증권,사업보고서 (2009.03),케이비증권,2009.06.29,연,00164876,20090603000336
132,유  오리엔트바이오,사업보고서 (2009.03),오리엔트바이오,2009.06.29,정연,00141626,20090603000336
133,기  케이디지엠텍,사업보고서 (2009.03),케이디지엠텍,2009.06.29,연,00183215,20090603000336
134,기  신한투자증권,사업보고서 (2009.03),신한투자증권,2009.06.29,연,00138321,20090603000336
135,유  신영증권,사업보고서 (2009.03),신영증권,2009.06.29,연,00136721,20090603000336
136,기  덴소코리아,사업보고서 (2009.03),덴소코리아,2009.06.29,,00334244,20090603000336
137,유  DB금융투자,사업보고서 (2009.03),DB금융투자,2009.06.29,연,00115694,20090603000336
138,기  그린손해보험,사업보고서 (2009.03),그린손해보험,2009.06.29,연,00104971,20090603000336
139,유  대웅,사업보고서 (2009.03),대웅,2009.06.29,연,00111810,20090603000336
140,유  대웅제약,사업보고서 (2009.03),대웅제약,2009.06.29,연,00427483,20090603000336
141,유  동원금속,사업보고서 (2009.03),동원금속,2009.06.29,연,00118008,20090603000336
142,코  비츠로테크,사업보고서 (2009.03),비츠로테크,2009.06.29,연,00103644,20090603000336
143,기  메리츠화재해상보험,사업보고서 (2009.03),메리츠화재해상보험,2009.06.29,연,00117744,20090603000336
144,유  유화증권,사업보고서 (2009.03),유화증권,2009.06.29,,00145190,20090603000336
145,기  화인자산관리,사업보고서 (2009.03),화인자산관리,2009.06.29,,00156521,20090603000336
146,유  삼성생명,사업보고서 (2009.03),삼성생명,2009.06.29,연,00126256,20090603000336
147,유  SK증권,사업보고서 (2009.03),SK증권,2009.06.29,,00131850,20090603000336
148,유  미래에셋증권  IR,사업보고서 (2009.03),미래에셋증권,2009.06.29,연,00111722,20090603000336
149,코  바른손,사업보고서 (2009.03),바른손,2009.06.29,,00122205,20090603000336
150,기  제일화재해상보험,사업보고서 (2009.03),제일화재해상보험,2009.06.29,,00148744,20090603000336
151,유  대구백화점,사업보고서 (2009.03),대구백화점,2009.06.29,연,00108977,20090603000336
152,유  일동홀딩스,사업보고서 (2009.03),일동홀딩스,2009.06.29,연,00146083,20090603000336
153,유  사조오양,사업보고서 (2009.03),사조오양,2009.06.29,,00141875,20090603000336
154,코  비츠로시스,사업보고서 (2009.03),비츠로시스,2009.06.29,,00201432,20090603000336
155,기  미래에셋캐피탈,사업보고서 (2009.03),미래에셋캐피탈,2009.06.29,연,00251738,20090603000336
156,유  동화약품,사업보고서 (2009.03),동화약품,2009.06.29,,00119195,20090603000336
157,코  메이슨캐피탈,사업보고서 (2009.03),메이슨캐피탈,2009.06.29,,00136101,20090603000336
158,기  부산방직공업,사업보고서 (2009.03),부산방직공업,2009.06.29,,00124018,20090603000336
159,유  에스엘,사업보고서 (2009.03),에스엘,2009.06.29,연,00125521,20090603000336
160,유  부국증권,사업보고서 (2009.03),부국증권,2009.06.29,연,00123772,20090603000336
161,유  콜마홀딩스,사업보고서 (2009.03),콜마홀딩스,2009.06.29,연,00203290,20090603000336
162,유  흥국화재,사업보고서 (2009.03),흥국화재,2009.06.29,,00103176,20090603000336
163,코  한국캐피탈,사업보고서 (2009.03),한국캐피탈,2009.06.29,,00149594,20090603000336
164,기  한국증권금융,사업보고서 (2009.03),한국증권금융,2009.06.29,,00159643,20090603000336
165,기  제너시스템즈,사업보고서 (2009.03),제너시스템즈,2009.06.29,,00453752,20090603000336
166,코  플루토스,사업보고서 (2009.03),플루토스,2009.06.29,,00110750,20090603000336
167,코  대신정보통신,사업보고서 (2009.03),대신정보통신,2009.06.29,,00110875,20090603000336
168,유  한화투자증권,사업보고서 (2009.03),한화투자증권,2009.06.29,연,00148610,20090603000336
169,기  씨티그룹글로벌마켓증권,사업보고서 (2009.03),씨티그룹글로벌마켓증권,2009.06.29,정,00243508,20090603000336
170,코  3S,사업보고서 (2009.03),3S,2009.06.29,,00378363,20090603000336
171,기  국제엘렉트릭코리아,사업보고서 (2009.03),국제엘렉트릭코리아,2009.06.29,,00218052,20090603000336
172,코  글로본  IR,[첨부정정]사업보고서 (2009.03),글로본,2009.06.29,,00159731,20090603000336
173,코  이씨에스,사업보고서 (2009.03),이씨에스,2009.06.29,,00400060,20090603000336
174,기  케이알투자증권,사업보고서 (2009.03),케이알투자증권,2009.06.29,,00537559,20090603000336
175,코  LS증권,사업보고서 (2009.03),LS증권,2009.06.29,,00330424,20090603000336
176,유  한화손해보험,사업보고서 (2009.03),한화손해보험,2009.06.29,,00135917,20090603000336
177,기  산은캐피탈,사업보고서 (2009.03),산은캐피탈,2009.06.29,연,00260356,20090603000336
178,기  동원엔터프라이즈,사업보고서 (2009.03),동원엔터프라이즈,2009.06.29,정연,00360425,20090603000336
179,유  한양증권,사업보고서 (2009.03),한양증권,2009.06.29,,00162416,20090603000336
180,기  미래에셋증권,사업보고서 (2009.03),미래에셋증권,2009.06.26,연,00311030,20090603000336
181,유  키움증권,사업보고서 (2009.03),키움증권,2009.06.26,정연,00296290,20090603000336
182,유  부광약품,사업보고서 (2009.03),부광약품,2009.06.26,연,00123718,20090603000336
183,코  글로본  IR,사업보고서 (2009.03),글로본,2009.06.26,정,00159731,20090603000336
184,유  대동전자,사업보고서 (2009.03),대동전자,2009.06.26,연,00157104,20090603000336
185,유  NH투자증권,사업보고서 (2009.03),NH투자증권,2009.06.26,연,00120182,20090603000336
186,코  동일스틸럭스,사업보고서 (2009.03),동일스틸럭스,2009.06.26,,00172945,20090603000336
187,유  기신정기,사업보고서 (2009.03),기신정기,2009.06.26,정연,00106614,20090603000336
188,기  NH농협증권,사업보고서 (2009.03),NH농협증권,2009.06.26,,00116860,20090603000336
189,기  하나에프앤아이,사업보고서 (2009.03),하나에프앤아이,2009.06.26,,00170442,20090603000336
190,유  유유제약,사업보고서 (2009.03),유유제약,2009.06.26,,00144818,20090603000336
191,유  일양약품,사업보고서 (2009.03),일양약품,2009.06.26,,00146454,20090603000336
192,코  화성밸브,사업보고서 (2009.03),화성밸브,2009.06.26,,00217743,20090603000336
193,유  이화산업,사업보고서 (2009.03),이화산업,2009.06.26,,00145686,20090603000336
194,유  국제약품,사업보고서 (2009.03),국제약품,2009.06.26,정,00104722,20090603000336
195,기  에이알에이엔피에스위탁관리부동산투자회사,사업보고서 (2009.03),에이알에이엔피에스위탁관리부동산투자회사,2009.06.25,,00633589,20090603000336
196,기  글로포스트,[첨부정정]사업보고서 (2008.12),글로포스트,2009.06.23,연,00261188,20090603000336
197,코  플레이위드,[기재정정]사업보고서 (2008.12),플레이위드,2009.06.22,연,00138367,20090603000336
198,코  한국정보통신,[기재정정]사업보고서 (2008.12),한국정보통신,2009.06.12,연,00159342,20090603000336
199,유  현대엘리베이터,[기재정정]사업보고서 (2008.12),현대엘리베이터,2009.06.05,연,00164724,20090603000336
200,유  한신기계공업,[첨부정정]사업보고서 (2008.12),한신기계공업,2009.06.03,,00162072,20090603000336
201,코  서부T&D,[기재정정]사업보고서 (2008.12),서부T&D,2009.06.01,,00130383,20090429001011
202,기  아시아퍼시픽9호선박투자회사,사업보고서 (2009.02),아시아퍼시픽9호선박투자회사,2009.05.29,연,00510914,20090429001011
203,유  대상,[첨부정정]사업보고서 (2008.12),대상,2009.05.29,연,00121941,20090429001011
204,기  농업회사법인고창황토배기유통,사업보고서 (2008.12),농업회사법인고창황토배기유통,2009.05.26,,00637901,20090429001011
205,유  인바이오젠,[첨부정정]사업보고서 (2008.12),인바이오젠,2009.05.25,,00652423,20090429001011
206,기  보루네오가구,[기재정정]사업보고서 (2007.12),보루네오가구,2009.05.25,,00123152,20090429001011
207,기  보루네오가구,[기재정정]사업보고서 (2008.12),보루네오가구,2009.05.25,,00123152,20090429001011
208,기  아이이,[기재정정]사업보고서 (2008.12),아이이,2009.05.22,,00100717,20090429001011
209,기  화이버텍,[첨부정정]사업보고서 (2008.12),화이버텍,2009.05.22,,00247559,20090429001011
210,기  이랜드월드,[기재정정]사업보고서 (2008.12),이랜드월드,2009.05.22,,00207108,20090429001011
211,기  케이이엔지,[기재정정]사업보고서 (2008.12),케이이엔지,2009.05.21,연,00451268,20090429001011
212,기  뉴젠비아이티,[기재정정]사업보고서 (2008.12),뉴젠비아이티,2009.05.20,연,00362380,20090429001011
213,기  룩소네이트,[기재정정]사업보고서 (2008.12),룩소네이트,2009.05.20,,00244862,20090429001011
214,유  동원산업  IR,[기재정정]사업보고서 (2008.12),동원산업,2009.05.19,,00118026,20090429001011
215,유  선도전기,[첨부정정]사업보고서 (2008.12),선도전기,2009.05.19,연,00131939,20090429001011
216,기  쓰리디월드,[기재정정]사업보고서 (2008.12),쓰리디월드,2009.05.19,연,00388272,20090429001011
217,유  유엔젤,[기재정정]사업보고서 (2008.12),유엔젤,2009.05.19,,00416654,20090429001011
218,기  지디코프,[기재정정]사업보고서 (2008.12),지디코프,2009.05.19,,00254009,20090429001011
219,기  해피드림,[기재정정]사업보고서 (2008.12),해피드림,2009.05.18,정,00389679,20090429001011
220,기  룩소네이트,[기재정정]사업보고서 (2008.12),룩소네이트,2009.05.18,정,00244862,20090429001011
221,코  스타코링크,[기재정정]사업보고서 (2008.12),스타코링크,2009.05.18,,00373571,20090429001011
222,코  오성첨단소재,[기재정정]사업보고서 (2008.12),오성첨단소재,2009.05.15,,00350048,20090429001011
223,코  KD,[기재정정]사업보고서 (2008.12),KD,2009.05.15,,00111218,20090429001011
224,기  글로포스트,[첨부정정]사업보고서 (2008.12),글로포스트,2009.05.15,정연,00261188,20090429001011
225,코  ES큐브  IR,[기재정정]사업보고서 (2008.12),ES큐브,2009.05.15,,00175623,20090429001011
226,기  투미비티,[기재정정]사업보고서 (2008.12),투미비티,2009.05.15,,00392600,20090429001011
227,기  미리넷,[기재정정]사업보고서 (2008.12),미리넷,2009.05.15,,00361035,20090429001011
228,코  라온시큐어,[기재정정]사업보고서 (2008.12),라온시큐어,2009.05.15,,00255433,20090429001011
229,코  라온시큐어,[기재정정]사업보고서 (2006.12),라온시큐어,2009.05.15,,00255433,20090429001011
230,기  미래SCI,[기재정정]사업보고서 (2008.12),미래SCI,2009.05.15,연,00111865,20090429001011
231,코  오상자이엘,[기재정정]사업보고서 (2008.12),오상자이엘,2009.05.15,,00226547,20090429001011
232,코  버킷스튜디오,[기재정정]사업보고서 (2008.12),버킷스튜디오,2009.05.15,,00378220,20090429001011
233,유  DN오토모티브,[기재정정]사업보고서 (2008.12),DN오토모티브,2009.05.15,연,00116949,20090429001011
234,기  한진피앤씨,[기재정정]사업보고서 (2008.12),한진피앤씨,2009.05.15,,00163619,20090429001011
235,코  KB오토시스,[기재정정]사업보고서 (2008.12),KB오토시스,2009.05.15,연,00157539,20090429001011
236,기  에듀언스,[기재정정]사업보고서 (2008.12),에듀언스,2009.05.15,,00173634,20090429001011
237,코  원풍,[기재정정]사업보고서 (2008.12),원풍,2009.05.15,,00144012,20090429001011
238,유  OCI홀딩스,[기재정정]사업보고서 (2008.12),OCI홀딩스,2009.05.15,연,00148896,20090429001011
239,기  위노바,[기재정정]사업보고서 (2008.12),위노바,2009.05.15,,00261735,20090429001011
240,유  DRB동일,[기재정정]사업보고서 (2008.12),DRB동일,2009.05.15,연,00118266,20090429001011
241,기  씨앤에스자산관리,[기재정정]사업보고서 (2008.12),씨앤에스자산관리,2009.05.14,,00173731,20090429001011
242,코  성우하이텍,[기재정정]사업보고서 (2008.12),성우하이텍,2009.05.14,연,00132992,20090429001011
243,코  현대에버다임,[기재정정]사업보고서 (2008.12),현대에버다임,2009.05.14,정,00228536,20090429001011
244,유  우신시스템,[기재정정]사업보고서 (2008.12),우신시스템,2009.05.14,연,00142883,20090429001011
245,코  정상제이엘에스,[기재정정]사업보고서 (2008.12),정상제이엘에스,2009.05.13,,00287788,20090429001011
246,기  유티엑스,[기재정정]사업보고서 (2008.12),유티엑스,2009.05.13,연,00344746,20090429001011
247,코  한국선재,[기재정정]사업보고서 (2008.12),한국선재,2009.05.08,연,00158015,20090429001011
248,유  한국단자공업,[첨부정정]사업보고서 (2008.12),한국단자공업,2009.05.07,연,00157070,20090429001011
249,기  이랜드월드,[기재정정]사업보고서 (2008.12),이랜드월드,2009.05.07,정,00207108,20090429001011
250,유  성창기업지주,[기재정정]사업보고서 (2008.12),성창기업지주,2009.05.07,연,00133335,20090429001011
251,기  메탈씨닷컴,사업보고서 (2008.12),메탈씨닷컴,2009.05.07,,00683353,20090429001011
252,기  에듀아크,[첨부정정]사업보고서 (2008.12),에듀아크,2009.05.06,연,00250775,20090429001011
253,유  대원화성,[첨부정정]사업보고서 (2008.12),대원화성,2009.05.06,연,00112022,20090429001011
254,유  남광토건,[기재정정]사업보고서 (2008.12),남광토건,2009.05.06,,00107066,20090429001011
255,기  태창파로스,[첨부정정]사업보고서 (2008.12),태창파로스,2009.05.06,,00246347,20090429001011
256,코  예림당,[첨부정정]사업보고서 (2008.12),예림당,2009.05.04,연,00259934,20090429001011
257,유  조광피혁,[첨부정정]사업보고서 (2008.12),조광피혁,2009.05.04,연,00148939,20090429001011
258,유  삼익악기,[첨부정정]사업보고서 (2008.12),삼익악기,2009.05.04,연,00127857,20090429001011
259,유  송원산업,[기재정정]사업보고서 (2008.12),송원산업,2009.05.04,연,00134963,20090429001011
260,기  제이웨이,[첨부정정]사업보고서 (2008.12),제이웨이,2009.05.04,연,00359474,20090429001011
261,코  코맥스,[기재정정]사업보고서 (2008.12),코맥스,2009.05.04,연,00268118,20090429001011
262,코  코맥스,[기재정정]사업보고서 (2008.12),코맥스,2009.05.04,정연,00268118,20090429001011
263,코  차바이오텍  IR,[기재정정]사업보고서 (2008.12),차바이오텍,2009.04.30,연,00525679,20090429001011
264,기  제너비오믹스,[기재정정]사업보고서 (2008.12),제너비오믹스,2009.04.30,연,00158839,20090429001011
265,코  원익,[기재정정]사업보고서 (2008.12),원익,2009.04.30,연,00210980,20090429001011
266,코  원익,[기재정정]사업보고서 (2008.12),원익,2009.04.30,정연,00210980,20090429001011
267,코  레드캡투어  IR,[기재정정]사업보고서 (2008.12),레드캡투어,2009.04.30,연,00261355,20090429001011
268,기  코리아닷컴커뮤니케이션즈,사업보고서 (2008.12),코리아닷컴커뮤니케이션즈,2009.04.30,,00378442,20090429001011
