번호,공시대상회사,보고서명,제출인,접수일자,비고,popup_href,report_href
1,넥  크로넥스,사업보고서 (2014.12),크로넥스,2015.12.31,,01034730,20151230000640
2,코  폴라리스세원,사업보고서 (2014.12),폴라리스세원,2015.12.30,정,00617998,20151230000196
3,넥  질경이,사업보고서 (2014.12),질경이,2015.12.30,,01063556,20151230000173
4,기  무송지오씨,사업보고서 (2014.12),무송지오씨,2015.12.30,,00657756,20151230000117
5,코  유비온  IR,사업보고서 (2015.09),유비온,2015.12.29,,00531078,20151229000425
6,코  아시아종묘,사업보고서 (2015.09),아시아종묘,2015.12.29,정연,00867478,20151229000377
7,코  인터엠,사업보고서 (2015.09),인터엠,2015.12.29,연,00145914,20151229000310
8,기  배터리솔루션즈,사업보고서 (2014.12),배터리솔루션즈,2015.12.29,,00929778,20151229000299
9,유  금비,사업보고서 (2015.09),금비,2015.12.29,연,00168401,20151229000090
10,유  방림,사업보고서 (2015.09),방림,2015.12.29,연,00122348,20151229000046
11,코  한스바이오메드,사업보고서 (2015.09),한스바이오메드,2015.12.29,연,00349060,20151229000044
12,코  아이씨디,사업보고서 (2015.09),아이씨디,2015.12.28,,00298377,20151228000473
13,기  인산가,사업보고서 (2014.12),인산가,2015.12.28,,00408336,20151228000285
14,코  농우바이오,사업보고서 (2015.09),농우바이오,2015.12.28,연,00176835,20151228000179
15,기  미래자원엠엘,사업보고서 (2014.12),미래자원엠엘,2015.12.28,,00653112,20151228000071
16,기  아시아퍼시픽14호선박투자회사,사업보고서 (2015.09),아시아퍼시픽14호선박투자회사,2015.12.24,,00533696,20151224000172
17,기  아스팩오일,사업보고서 (2014.12),아스팩오일,2015.12.24,,00318538,20151224000035
18,기  한국비엔씨,사업보고서 (2014.12),한국비엔씨,2015.12.23,,01051339,20151223000230
19,넥  에이원알폼,사업보고서 (2014.12),에이원알폼,2015.12.23,,00614089,20151223000040
20,유  엘앤에프,[기재정정]사업보고서 (2014.12),엘앤에프,2015.12.21,연,00398701,20151221000340
21,유  엘앤에프,[기재정정]사업보고서 (2013.12),엘앤에프,2015.12.21,연,00398701,20151221000332
22,유  엘앤에프,[기재정정]사업보고서 (2012.12),엘앤에프,2015.12.21,연,00398701,20151221000324
23,유  엘앤에프,[기재정정]사업보고서 (2011.12),엘앤에프,2015.12.21,연,00398701,20151221000312
24,기  닉스테크,[기재정정]사업보고서 (2012.12),닉스테크,2015.12.21,,00359030,20151221000065
25,기  닉스테크,[기재정정]사업보고서 (2014.12),닉스테크,2015.12.21,정,00359030,20151218000510
26,기  닉스테크,[기재정정]사업보고서 (2013.12),닉스테크,2015.12.21,,00359030,20151218000502
27,코  에이치엔에스하이텍,사업보고서 (2014.12),에이치엔에스하이텍,2015.12.15,연,00311216,20151215000093
28,코  라온테크,사업보고서 (2014.12),라온테크,2015.12.15,,00911229,20151215000033
29,기  미애부,사업보고서 (2014.12),미애부,2015.12.15,정,00866594,20151214000529
30,코  서울리거,[기재정정]사업보고서 (2012.12),서울리거,2015.12.11,연,00305570,20151211000380
31,코  서울리거,[기재정정]사업보고서 (2011.12),서울리거,2015.12.11,연,00305570,20151211000316
32,기  지성이씨에스,사업보고서 (2014.12),지성이씨에스,2015.12.04,,00890388,20151204000100
33,기  아시아퍼시픽15호선박투자회사,사업보고서 (2015.08),아시아퍼시픽15호선박투자회사,2015.11.30,,00533678,20151130000699
34,코  풍강,사업보고서 (2015.08),풍강,2015.11.27,연,00155373,20151127000128
35,기  자비스,사업보고서 (2014.12),자비스,2015.11.23,,00921475,20151123000016
36,코  인카금융서비스,사업보고서 (2014.12),인카금융서비스,2015.11.19,,01013694,20151119000208
37,기  비앤에스미디어,[기재정정]사업보고서 (2014.12),비앤에스미디어,2015.11.18,,00974459,20151118000124
38,기  비앤에스미디어,[기재정정]사업보고서 (2013.12),비앤에스미디어,2015.11.18,,00974459,20151118000121
39,코  고려신용정보,[기재정정]사업보고서 (2014.12),고려신용정보,2015.11.16,연,00336297,20151116001006
40,기  로케트전기,[기재정정]사업보고서 (2014.12),로케트전기,2015.11.13,연,00120377,20151113001078
41,유  씨아이테크,[기재정정]사업보고서 (2014.12),씨아이테크,2015.11.13,정연,00127158,20151113000750
42,코  대창스틸,[기재정정]사업보고서 (2014.12),대창스틸,2015.11.11,연,00112721,20151111000350
43,유  체시스,[기재정정]사업보고서 (2015.06),체시스,2015.11.11,연,00125576,20151111000297
44,유  체시스,[기재정정]사업보고서 (2015.06),체시스,2015.11.11,정연,00125576,20151111000281
45,넥  파마리서치바이오,사업보고서 (2014.12),파마리서치바이오,2015.11.10,,01066058,20151110000124
46,넥  럭스피아,사업보고서 (2014.12),럭스피아,2015.11.03,,00578325,20151103000225
47,코  젠큐릭스,사업보고서 (2014.12),젠큐릭스,2015.11.02,정,01051472,20151102000405
48,넥  노브메타파마,사업보고서 (2014.12),노브메타파마,2015.11.02,,01065785,20151102000107
49,코  씨엑스아이,사업보고서 (2015.06),씨엑스아이,2015.10.28,연,00800084,20151028000113
50,기  비엘사이언스,사업보고서 (2014.12),비엘사이언스,2015.10.27,,01067242,20151027000097
51,넥  엄지하우스,사업보고서 (2014.12),엄지하우스,2015.10.26,,00607797,20151026000061
52,넥  메디쎄이,사업보고서 (2014.12),메디쎄이,2015.10.23,,01018617,20151023000117
53,코  MIT,[기재정정]사업보고서 (2014.12),MIT,2015.10.16,정연,00215976,20151016000291
54,코  메이슨캐피탈,[첨부정정]사업보고서 (2015.03),메이슨캐피탈,2015.10.07,연,00136101,20151007000150
55,유  유니켐,[기재정정]사업보고서 (2014.06),유니켐,2015.10.01,,00137207,20151001000001
56,기  조은저축은행,사업보고서 (2015.06),조은저축은행,2015.09.30,,00136095,20150930000461
57,기  디비저축은행,사업보고서 (2015.06),디비저축은행,2015.09.30,,00115667,20150930000404
58,유  세원정공,사업보고서 (2015.06),세원정공,2015.09.30,연,00134316,20150930000402
59,넥  대동고려삼,[기재정정]사업보고서 (2015.06),대동고려삼,2015.09.30,,00910202,20150930000379
60,기  코크렙제15호기업구조조정부동산투자회사,사업보고서 (2015.06),코크렙제15호기업구조조정부동산투자회사,2015.09.30,,00788807,20150930000372
61,코  비츠로테크,[기재정정]사업보고서 (2015.06),비츠로테크,2015.09.30,,00103644,20150930000365
